loc,title,bedroom,bathroom,parking_space,predicted_price
Benue,Terrace duplex,3,2,2,1441246
Delta,Apartment,1,6,5,1946231
Edo,Mansion,7,2,1,4088103
Bauchi,Penthouse,9,6,1,3390361
Akwa Ibom,Flat,5,2,1,2088752
Kano,Penthouse,4,2,4,2280872
Ondo,Townhouse,2,1,5,1674310
Kogi,Semi-detached duplex,3,2,2,1155158
Osun,Mansion,9,2,5,4568631
Kano,Bungalow,9,4,6,2854833
Bayelsa,Cottage,2,1,3,1874341
Ondo,Detached duplex,7,7,3,3355402
Cross River,Semi-detached duplex,9,6,4,3833440
Ebonyi,Mansion,1,1,4,2088644
Katsina,Mansion,2,1,2,2165720
Taraba,Mansion,8,4,4,4083547
Delta,Cottage,5,1,1,2218132
Cross River,Flat,7,3,2,2744565
Taraba,Cottage,2,1,4,1127989
Oyo,Apartment,9,3,2,3160036
Jigawa,Penthouse,5,6,1,2273513
Katsina,Townhouse,7,6,3,2656829
Taraba,Semi-detached duplex,3,1,3,1239360
Kebbi,Flat,2,1,2,843865
Enugu,Bungalow,1,7,1,1278973
Oyo,Semi-detached duplex,7,1,3,2554510
Imo,Townhouse,2,4,3,1632458
Nasarawa,Apartment,9,1,5,2571094
Kogi,Mansion,1,1,2,2309237
Enugu,Flat,1,2,1,1224112
Akwa Ibom,Detached duplex,2,1,4,2156149
Cross River,Apartment,3,2,4,1624625
Abia,Semi-detached duplex,2,2,1,1385142
Imo,Penthouse,2,2,4,1906201
Taraba,Detached duplex,5,5,4,2008366
Delta,Terrace duplex,7,3,2,2977701
Edo,Apartment,1,2,3,1416054
Katsina,Flat,7,6,5,2169041
Katsina,Terrace duplex,6,6,4,2271598
Kaduna,Detached duplex,1,7,2,1331715
Kogi,Townhouse,9,7,5,2908377
Nasarawa,Terrace duplex,8,7,2,2950391
Rivers,Flat,2,5,5,2089147
Kogi,Bungalow,5,2,3,1505327
Rivers,Penthouse,8,1,6,4768750
Taraba,Terrace duplex,9,1,3,2594683
Ekiti,Penthouse,1,6,5,1843787
Ogun,Bungalow,1,2,2,1408102
Ondo,Apartment,3,2,3,1584687
Niger,Terrace duplex,2,5,2,1312942
Adamawa,Flat,3,1,4,1262243
Osun,Mansion,8,1,6,4571808
Ekiti,Townhouse,4,2,2,1859929
Ondo,Penthouse,4,3,1,2518482
Bayelsa,Detached duplex,8,7,6,4126205
Benue,Flat,1,2,1,881502
Kogi,Semi-detached duplex,4,6,2,1833575
Ogun,Bungalow,8,4,5,2977494
Taraba,Mansion,6,4,6,3338240
Adamawa,Detached duplex,8,2,3,3022043
Nasarawa,Semi-detached duplex,3,2,2,1718821
Plateau,Apartment,7,4,6,2182769
Kogi,Flat,8,1,2,2083087
Nasarawa,Apartment,2,4,2,1175200
Taraba,Penthouse,2,2,1,1664821
Kebbi,Bungalow,2,1,6,1007265
Imo,Detached duplex,2,7,1,1716463
Bayelsa,Mansion,5,6,3,5537593
Akwa Ibom,Bungalow,5,1,4,3234674
Nasarawa,Mansion,5,3,5,3603122
Abia,Mansion,5,2,2,2363439
Zamfara,Semi-detached duplex,8,3,6,2192411
Nasarawa,Detached duplex,5,4,3,2179169
Ogun,Townhouse,7,5,4,3302325
Sokoto,Detached duplex,3,1,3,1596636
Nasarawa,Terrace duplex,9,7,6,3132202
Niger,Apartment,5,2,3,1528123
Ebonyi,Penthouse,8,4,6,3479314
Imo,Detached duplex,1,2,1,1384382
Gombe,Flat,5,2,1,1437428
Kebbi,Terrace duplex,6,3,2,1956601
Rivers,Townhouse,5,2,2,3053886
Taraba,Semi-detached duplex,9,7,1,3060200
Bauchi,Penthouse,6,4,4,2279407
Plateau,Mansion,2,6,4,2709453
Ondo,Mansion,1,1,1,2410169
Ogun,Penthouse,5,5,3,3514591
Anambra,Mansion,8,4,4,4814853
Kaduna,Terrace duplex,6,1,5,2196710
Gombe,Detached duplex,8,2,5,2926775
Osun,Detached duplex,6,5,3,2660267
Bauchi,Townhouse,4,2,3,1431539
Benue,Semi-detached duplex,5,2,1,1723558
Zamfara,Cottage,1,1,3,906452
Bayelsa,Detached duplex,8,5,3,4189496
Bauchi,Flat,3,3,2,1171982
Gombe,Detached duplex,7,7,6,3161873
Anambra,Apartment,1,1,4,1098030
Lagos,Bungalow,4,2,4,2889421
Imo,Penthouse,3,2,3,2095240
Nasarawa,Flat,1,4,1,1019705
Bauchi,Flat,2,2,1,998251
Edo,Apartment,2,1,2,1297818
Niger,Bungalow,4,1,4,1433857
Kano,Bungalow,4,2,4,1521756
Abia,Detached duplex,2,2,3,1283147
Kwara,Penthouse,4,4,3,2445434
Abia,Apartment,1,1,5,577942
Yobe,Apartment,3,1,4,1923888
Kogi,Flat,9,3,2,2482415
Enugu,Flat,9,7,4,2932441
Kwara,Semi-detached duplex,5,2,2,1497082
Ogun,Mansion,6,4,3,4945406
Katsina,Detached duplex,3,5,5,1924209
Delta,Townhouse,6,1,4,2906253
Oyo,Townhouse,3,3,4,1940733
Ekiti,Terrace duplex,3,2,3,1490772
Zamfara,Semi-detached duplex,3,2,1,1171089
Osun,Townhouse,2,2,3,1537821
Kano,Flat,7,5,4,2558863
Niger,Apartment,2,1,6,1343270
Kaduna,Townhouse,2,2,2,1301763
Akwa Ibom,Mansion,4,2,3,4181092
Sokoto,Terrace duplex,2,2,6,1208444
Sokoto,Cottage,3,2,4,1105054
Ebonyi,Terrace duplex,1,1,1,870879
Niger,Detached duplex,2,1,5,1267443
Edo,Penthouse,4,1,1,2428718
Osun,Semi-detached duplex,3,6,4,1778764
Niger,Semi-detached duplex,2,1,3,1106920
Bauchi,Apartment,4,1,1,1091123
Bayelsa,Flat,9,4,2,3452950
Yobe,Flat,8,7,5,2307777
Lagos,Townhouse,7,4,6,4344107
Jigawa,Apartment,4,6,1,1660046
Abia,Flat,5,1,1,1232555
Ondo,Flat,6,5,5,2567514
Nasarawa,Detached duplex,1,2,2,1675775
Yobe,Townhouse,1,1,2,1095797
Nasarawa,Mansion,3,1,3,3351907
Akwa Ibom,Mansion,8,1,6,5823650
Anambra,Bungalow,2,3,6,1342461
Nasarawa,Flat,2,3,6,1205458
Zamfara,Flat,1,2,1,815482
Bauchi,Penthouse,3,1,3,1826405
Bauchi,Apartment,3,1,1,1109248
Nasarawa,Bungalow,3,1,3,1264062
Gombe,Mansion,7,5,4,3878320
Anambra,Flat,5,2,1,1641310
Bayelsa,Mansion,8,4,4,5838925
Bayelsa,Semi-detached duplex,4,6,4,3132547
Yobe,Apartment,5,1,1,1557090
Nasarawa,Apartment,1,1,4,1005930
Yobe,Penthouse,4,1,4,1881414
Yobe,Bungalow,5,2,1,1511953
Akwa Ibom,Mansion,6,5,1,4857377
Akwa Ibom,Townhouse,2,1,1,1743231
Ondo,Detached duplex,2,6,3,1920078
Taraba,Penthouse,1,4,5,1492082
Gombe,Flat,2,7,5,1532309
Niger,Cottage,4,2,4,1189619
Rivers,Semi-detached duplex,1,6,2,1965852
Edo,Detached duplex,3,1,2,2068664
Enugu,Detached duplex,6,3,3,2751366
Anambra,Bungalow,1,2,2,1317624
Bayelsa,Penthouse,1,1,5,2219768
Bauchi,Mansion,1,1,3,2276611
Kaduna,Townhouse,4,2,6,2047936
Oyo,Detached duplex,3,1,3,1860628
Cross River,Flat,3,7,4,1939903
Ekiti,Townhouse,5,1,2,1973606
Kebbi,Mansion,6,5,3,2926289
Katsina,Terrace duplex,4,7,5,1850499
Zamfara,Mansion,3,7,5,2637100
Cross River,Semi-detached duplex,9,5,1,3633016
Anambra,Cottage,1,1,3,1285499
Ebonyi,Mansion,2,3,1,1666128
Niger,Flat,7,1,1,1772193
Niger,Penthouse,3,2,4,1994844
Zamfara,Bungalow,9,5,3,2504682
Adamawa,Mansion,5,3,1,2564828
Edo,Penthouse,2,1,1,1839804
Rivers,Bungalow,4,2,1,2036062
Adamawa,Bungalow,4,6,4,1974592
Borno,Flat,3,1,1,992777
Borno,Terrace duplex,9,3,2,2562463
Niger,Bungalow,2,2,2,1072266
Niger,Mansion,2,4,3,2431129
Enugu,Penthouse,7,1,6,3412966
Akwa Ibom,Flat,4,1,4,2324089
Kwara,Detached duplex,8,2,2,2946210
Osun,Penthouse,3,6,2,2434107
Kwara,Cottage,2,1,3,1090844
Niger,Flat,5,1,4,1682816
Delta,Terrace duplex,8,6,5,3399922
Lagos,Flat,1,4,4,2232737
Ogun,Detached duplex,6,2,4,3035627
Kaduna,Terrace duplex,3,3,4,1371577
Borno,Semi-detached duplex,7,4,6,2137765
Gombe,Flat,7,4,5,2081840
Katsina,Flat,7,4,4,2231177
Kaduna,Apartment,1,2,3,951132
Adamawa,Terrace duplex,3,1,1,1314499
Bauchi,Penthouse,5,2,5,2247371
Kano,Apartment,4,4,2,1449285
Niger,Townhouse,5,2,4,1842872
Lagos,Penthouse,2,1,3,4480260
Kano,Detached duplex,3,1,3,1843532
Kogi,Mansion,3,2,2,2566811
Lagos,Terrace duplex,3,1,2,3496123
Sokoto,Detached duplex,1,2,2,1193198
Ogun,Townhouse,4,1,1,2439958
Lagos,Cottage,2,2,2,3973296
Cross River,Penthouse,3,4,1,2479922
Abia,Apartment,2,1,1,1067493
Kwara,Apartment,1,1,2,787732
Kaduna,Penthouse,9,7,5,3484727
Imo,Townhouse,3,1,4,1551794
Kwara,Terrace duplex,6,1,5,1917662
Edo,Bungalow,2,4,5,1569277
Lagos,Detached duplex,5,7,3,4261887
Borno,Detached duplex,3,1,1,1510273
Ogun,Bungalow,8,3,2,2849747
Kebbi,Semi-detached duplex,9,1,4,2190148
Jigawa,Terrace duplex,7,4,4,2188307
Cross River,Semi-detached duplex,3,1,1,1588407
Abia,Apartment,5,1,2,1450702
Lagos,Townhouse,1,3,5,1862943
Ebonyi,Apartment,2,1,3,957958
Nasarawa,Townhouse,4,3,2,2176147
Ekiti,Penthouse,4,1,3,2266672
Ogun,Cottage,2,2,1,1719686
Anambra,Flat,3,1,2,1422962
Gombe,Semi-detached duplex,4,6,5,2143881
Taraba,Cottage,4,1,2,1288210
Edo,Bungalow,3,4,1,1442155
Plateau,Detached duplex,1,3,3,1346187
Kaduna,Townhouse,9,5,2,2891277
Lagos,Mansion,2,5,5,4950733
Kaduna,Terrace duplex,4,5,1,1796173
Nasarawa,Townhouse,5,2,3,2039553
Ogun,Detached duplex,4,2,5,2470792
Abia,Townhouse,3,3,6,1689918
Borno,Apartment,4,1,1,854383
Bauchi,Terrace duplex,9,2,5,2284914
Osun,Mansion,1,4,3,2272316
Delta,Detached duplex,3,7,3,2502829
Taraba,Flat,5,6,6,2066911
Gombe,Semi-detached duplex,9,3,2,2735135
Kwara,Apartment,1,2,5,823676
Cross River,Flat,4,1,1,1749488
Delta,Penthouse,3,6,1,3073636
Taraba,Penthouse,5,1,3,2274656
Enugu,Flat,1,1,2,1209007
Jigawa,Mansion,3,2,2,2418455
Benue,Flat,3,3,5,1264614
Benue,Townhouse,5,3,6,2050843
Oyo,Mansion,1,2,5,2356926
Kaduna,Apartment,3,2,4,1178499
Rivers,Detached duplex,3,1,1,2260254
Gombe,Apartment,1,2,4,821578
Gombe,Bungalow,4,1,2,1211574
Enugu,Flat,1,7,3,1324956
Jigawa,Bungalow,3,2,3,1172502
Imo,Penthouse,8,1,3,3116551
Lagos,Bungalow,1,7,3,2329138
Kwara,Townhouse,7,5,3,2551173
Kogi,Detached duplex,3,3,1,1417607
Lagos,Mansion,4,2,3,9968181
Lagos,Mansion,5,4,3,7699612
Yobe,Semi-detached duplex,3,2,2,1303739
Enugu,Detached duplex,7,5,2,3055250
Bauchi,Flat,8,6,5,2279637
Ondo,Terrace duplex,8,3,4,2940306
Delta,Detached duplex,4,1,3,2400340
Bauchi,Detached duplex,6,5,3,2438740
Imo,Apartment,4,1,4,1455517
Bauchi,Semi-detached duplex,8,2,2,2327090
Bayelsa,Detached duplex,2,5,4,2575748
Borno,Penthouse,4,7,6,2219404
Yobe,Terrace duplex,3,2,2,1241202
Katsina,Flat,2,2,4,1243100
Zamfara,Mansion,4,3,5,2736816
Delta,Mansion,4,3,1,4542924
Jigawa,Flat,8,1,4,2207042
Taraba,Penthouse,5,4,4,2467230
Abia,Penthouse,6,3,2,2440639
Niger,Semi-detached duplex,1,1,4,1130783
Adamawa,Mansion,4,2,1,2331442
Nasarawa,Flat,7,3,2,1998005
Abia,Terrace duplex,5,5,2,1532851
Zamfara,Semi-detached duplex,4,6,3,1719271
Lagos,Flat,9,5,6,4253015
Ondo,Flat,2,6,6,1669911
Nasarawa,Apartment,5,2,1,1781836
Katsina,Detached duplex,7,3,4,2658292
Kebbi,Apartment,5,4,1,1365628
Lagos,Penthouse,5,1,2,4196517
Adamawa,Semi-detached duplex,8,3,4,2643655
Ebonyi,Penthouse,2,3,6,1706204
Kwara,Semi-detached duplex,7,7,3,2596986
Kaduna,Bungalow,3,1,4,1283557
Kano,Flat,9,7,1,2475521
Ogun,Apartment,1,2,1,1488238
Ebonyi,Penthouse,4,1,3,1726553
Benue,Penthouse,6,1,1,2572321
Kano,Townhouse,7,3,2,2560186
Nasarawa,Bungalow,3,3,6,1408482
Abia,Penthouse,6,3,4,2283609
Akwa Ibom,Semi-detached duplex,4,2,1,2227895
Kebbi,Mansion,2,1,2,1923840
Akwa Ibom,Bungalow,7,5,3,2942772
Rivers,Mansion,6,7,4,5756387
Yobe,Detached duplex,2,2,1,1256527
Ekiti,Flat,3,1,4,1305808
Osun,Apartment,4,6,6,1710042
Bauchi,Mansion,9,1,1,3893291
Plateau,Townhouse,7,1,1,2503686
Gombe,Townhouse,5,2,3,1627561
Taraba,Mansion,4,1,3,2675759
Ekiti,Cottage,2,2,1,1051467
Yobe,Townhouse,3,2,2,1278964
Taraba,Terrace duplex,3,4,1,1403209
Osun,Penthouse,6,4,2,3276024
Lagos,Semi-detached duplex,8,4,1,4208865
Ondo,Apartment,3,5,1,1585676
Niger,Bungalow,5,5,6,1773345
Niger,Semi-detached duplex,4,1,1,1418532
Lagos,Mansion,6,3,3,6839010
Cross River,Semi-detached duplex,6,5,1,2863722
Cross River,Bungalow,3,1,3,1666917
Edo,Terrace duplex,6,2,1,2365806
Kaduna,Mansion,2,1,4,1899591
Plateau,Terrace duplex,4,5,4,1971282
Kaduna,Flat,2,2,2,1065376
Oyo,Flat,1,1,1,1100868
Sokoto,Townhouse,7,3,3,2159350
Kogi,Bungalow,4,2,2,1258017
Kano,Semi-detached duplex,7,4,4,2510652
Lagos,Flat,5,1,4,4005407
Imo,Terrace duplex,8,3,6,3015689
Bauchi,Detached duplex,6,5,3,2438740
Bayelsa,Penthouse,3,1,2,3062581
Kano,Bungalow,2,2,6,1355424
Cross River,Bungalow,5,2,3,2224304
Enugu,Mansion,2,1,1,2418411
Kogi,Penthouse,1,1,2,1352837
Ondo,Penthouse,9,7,2,3867136
Benue,Detached duplex,4,1,3,1814854
Taraba,Terrace duplex,1,5,3,1147905
Kwara,Mansion,6,6,1,3133280
Kogi,Townhouse,1,7,3,1427005
Edo,Penthouse,6,1,2,3052110
Oyo,Apartment,2,7,4,1289853
Sokoto,Flat,4,2,1,1226124
Anambra,Bungalow,1,7,4,1312962
Taraba,Townhouse,5,1,1,1719199
Kano,Flat,4,2,4,1519943
Jigawa,Townhouse,4,1,1,1451230
Ogun,Flat,4,6,6,2377322
Benue,Terrace duplex,5,2,1,1725637
Benue,Bungalow,2,3,4,1111158
Ekiti,Townhouse,1,1,2,1351975
Borno,Terrace duplex,5,6,1,1763483
Lagos,Penthouse,5,4,3,5130893
Ogun,Townhouse,4,2,2,2214672
Nasarawa,Cottage,1,2,3,1076457
Kwara,Flat,1,7,5,1412150
Jigawa,Penthouse,1,2,4,1447804
Rivers,Apartment,3,1,3,1722523
Bayelsa,Apartment,2,4,5,2033550
Delta,Cottage,1,1,2,1225593
Yobe,Bungalow,2,3,5,1009335
Kwara,Apartment,5,1,3,1634119
Abia,Terrace duplex,2,7,5,1516996
Kano,Semi-detached duplex,5,4,4,2089858
Oyo,Flat,2,2,2,1470493
Enugu,Apartment,2,2,3,1429180
Anambra,Apartment,2,6,3,1462105
Kogi,Townhouse,8,5,5,2861696
Jigawa,Detached duplex,5,6,3,1913648
Bauchi,Flat,1,5,2,1480142
Ogun,Bungalow,8,7,1,3102636
Oyo,Penthouse,1,1,2,1823030
Ebonyi,Penthouse,4,2,1,1935565
Nasarawa,Mansion,9,1,6,4440004
Rivers,Semi-detached duplex,7,3,5,3294506
Abia,Terrace duplex,1,1,1,600735
Rivers,Penthouse,2,4,1,2612302
Adamawa,Apartment,5,3,3,1705266
Niger,Apartment,2,2,4,1002228
Katsina,Bungalow,3,3,3,1319188
Jigawa,Apartment,5,5,3,1538492
Akwa Ibom,Flat,7,4,6,2725536
Kaduna,Apartment,3,5,5,1288649
Adamawa,Penthouse,6,4,6,2784319
Cross River,Penthouse,3,2,3,2479136
Katsina,Penthouse,8,5,1,3283409
Katsina,Terrace duplex,1,7,4,1318721
Ekiti,Detached duplex,3,6,6,2171744
Ebonyi,Terrace duplex,5,1,1,1492527
Akwa Ibom,Flat,2,6,3,1581589
Kwara,Semi-detached duplex,1,2,1,1115691
Cross River,Apartment,1,2,4,1216655
Taraba,Flat,3,2,1,1199436
Jigawa,Terrace duplex,1,7,5,768516
Rivers,Penthouse,5,6,1,3959770
Kaduna,Terrace duplex,8,3,5,2533371
Nasarawa,Semi-detached duplex,7,2,4,2427201
Lagos,Flat,7,5,1,3587300
Plateau,Detached duplex,7,2,1,2484325
Rivers,Townhouse,3,1,6,2853519
Jigawa,Bungalow,4,3,1,1504372
Kaduna,Penthouse,3,2,2,1835148
Benue,Flat,4,1,2,1266405
Kwara,Mansion,3,1,1,2100203
Edo,Bungalow,2,2,1,1196070
Kebbi,Semi-detached duplex,9,5,6,2684654
Kogi,Penthouse,1,1,2,1352837
Ogun,Terrace duplex,3,4,4,2099877
Bauchi,Flat,5,2,4,1569762
Oyo,Penthouse,8,7,1,3649837
Plateau,Flat,5,2,4,1711823
Akwa Ibom,Detached duplex,9,6,6,3850397
Nasarawa,Terrace duplex,4,6,3,2076909
Kaduna,Bungalow,5,2,3,1658154
Benue,Terrace duplex,9,5,5,2966381
Katsina,Semi-detached duplex,5,7,2,1989492
Delta,Terrace duplex,8,7,6,3665090
Oyo,Townhouse,2,5,1,1805074
Imo,Detached duplex,5,2,3,2290509
Osun,Flat,4,2,5,1593151
Jigawa,Terrace duplex,6,6,2,1767536
Taraba,Townhouse,4,4,1,2064153
Edo,Mansion,6,4,4,4333965
Delta,Penthouse,1,6,2,2318657
Kwara,Semi-detached duplex,5,1,2,1249585
Katsina,Bungalow,6,4,1,1959214
Taraba,Flat,7,2,3,2016912
Benue,Apartment,9,7,5,2673387
Edo,Mansion,4,4,6,3836026
Kebbi,Apartment,2,6,6,1328566
Plateau,Cottage,1,2,4,1019223
Adamawa,Terrace duplex,3,1,2,1392221
Zamfara,Apartment,8,5,2,2605595
Taraba,Penthouse,2,2,2,1683506
Gombe,Townhouse,2,1,1,1316299
Jigawa,Apartment,3,3,1,1206397
Edo,Bungalow,8,5,3,2646868
Edo,Semi-detached duplex,1,6,1,1478899
Enugu,Bungalow,2,1,1,1367664
Rivers,Flat,9,3,5,4100973
Osun,Penthouse,1,4,4,2247889
Sokoto,Detached duplex,4,2,3,1518342
Abia,Detached duplex,7,7,4,2691099
Kano,Bungalow,2,7,2,1275457
Cross River,Flat,2,2,1,1389507
Adamawa,Terrace duplex,6,7,2,2342098
Bayelsa,Apartment,2,4,2,1816506
Plateau,Terrace duplex,9,1,4,2609829
Enugu,Apartment,1,1,1,1311240
Imo,Mansion,2,7,3,2837783
Abia,Apartment,3,4,2,1190063
Oyo,Townhouse,1,5,2,1620173
Imo,Cottage,1,2,4,1058237
Cross River,Flat,9,1,2,3198296
Cross River,Semi-detached duplex,9,4,3,3812446
Kaduna,Semi-detached duplex,8,4,3,2488643
Nasarawa,Penthouse,1,2,2,2134212
Borno,Mansion,4,2,1,2878735
Osun,Apartment,2,2,3,1191549
Katsina,Mansion,9,6,4,4063312
Gombe,Penthouse,6,7,1,2746591
Taraba,Apartment,7,1,1,1757942
Niger,Townhouse,6,1,4,2212735
Zamfara,Apartment,2,7,2,1407658
Jigawa,Terrace duplex,1,6,1,820691
Kebbi,Detached duplex,5,7,1,1902337
Abia,Semi-detached duplex,2,2,2,1352829
Lagos,Bungalow,5,1,4,3919368
Adamawa,Terrace duplex,1,1,1,1205146
Abia,Semi-detached duplex,3,1,5,1141072
Kebbi,Flat,2,6,4,1208980
Oyo,Flat,4,2,2,1712081
Bayelsa,Apartment,3,1,4,1734695
Oyo,Bungalow,1,1,4,1216756
Edo,Semi-detached duplex,2,2,1,1409661
Benue,Semi-detached duplex,5,2,1,1723558
Delta,Townhouse,4,2,1,2496636
Abia,Flat,8,5,2,2418557
Osun,Townhouse,5,2,1,2066926
Gombe,Townhouse,5,1,6,2088410
Ondo,Mansion,5,4,5,4257691
Borno,Flat,4,1,4,1300292
Kebbi,Apartment,3,4,2,1099999
Rivers,Bungalow,5,6,4,2539538
Ebonyi,Apartment,8,4,6,2177729
Kogi,Townhouse,5,2,4,1740458
Imo,Apartment,3,7,4,1510170
Bayelsa,Apartment,2,3,3,1787580
Kaduna,Flat,3,1,2,1260182
Sokoto,Bungalow,4,7,6,1598774
Niger,Penthouse,9,6,4,3480308
Edo,Terrace duplex,6,4,5,2545731
Yobe,Semi-detached duplex,8,2,2,2254673
Kaduna,Detached duplex,3,1,4,1828349
Abia,Penthouse,5,5,5,2304073
Kwara,Flat,4,4,4,1557800
Cross River,Mansion,3,1,1,2133715
Kwara,Apartment,7,6,4,2196023
Niger,Terrace duplex,8,7,1,2918248
Benue,Terrace duplex,2,7,5,1897334
Anambra,Mansion,9,7,3,5047804
Benue,Detached duplex,4,2,2,1820342
Nasarawa,Flat,1,2,3,971518
Kano,Mansion,6,2,6,3983646
Niger,Flat,3,7,2,1352126
Ebonyi,Townhouse,5,5,2,1999483
Taraba,Mansion,2,2,4,2045427
Zamfara,Penthouse,1,2,2,1410569
Ondo,Apartment,4,1,3,1471608
Plateau,Terrace duplex,1,3,2,1159881
Akwa Ibom,Cottage,2,1,1,1429314
Cross River,Penthouse,3,2,1,2314011
Kwara,Semi-detached duplex,9,6,3,2799603
Bayelsa,Mansion,5,3,2,4804012
Yobe,Semi-detached duplex,8,1,1,2369984
Bayelsa,Semi-detached duplex,2,6,4,2473187
Plateau,Townhouse,3,1,2,1676361
Oyo,Semi-detached duplex,2,2,3,1496760
Akwa Ibom,Semi-detached duplex,5,4,4,2684045
Edo,Mansion,6,2,1,3750209
Ogun,Bungalow,3,2,3,1735908
Sokoto,Apartment,3,2,1,1085618
Katsina,Mansion,1,2,1,2437810
Jigawa,Penthouse,4,2,4,1874213
Delta,Detached duplex,2,1,4,2128241
Osun,Apartment,5,1,5,1608065
Yobe,Flat,4,1,1,1180936
Borno,Bungalow,4,1,2,1108196
Osun,Terrace duplex,2,5,6,1531531
Ondo,Flat,6,5,1,2438851
Kwara,Cottage,2,2,4,1087343
Plateau,Terrace duplex,5,1,4,1855416
Plateau,Flat,5,3,1,1534238
Borno,Terrace duplex,1,1,4,1102276
Ekiti,Cottage,3,1,2,1333872
Plateau,Flat,1,4,2,1039704
Cross River,Bungalow,4,4,6,2316142
Kwara,Detached duplex,4,3,5,1715421
Plateau,Flat,5,2,1,1617204
Ebonyi,Penthouse,2,2,6,1710808
Cross River,Detached duplex,8,3,1,3588081
Katsina,Penthouse,6,7,1,2801163
Kwara,Terrace duplex,2,3,1,1090727
Edo,Townhouse,5,1,6,2156212
Kaduna,Flat,1,7,3,1206140
Rivers,Semi-detached duplex,6,7,2,3262889
Kwara,Semi-detached duplex,1,1,3,902315
Abia,Penthouse,4,2,1,2111068
Lagos,Mansion,4,2,4,9387708
Bauchi,Detached duplex,3,1,1,1523284
Kaduna,Mansion,3,2,1,2392232
Niger,Penthouse,3,3,2,1873056
Anambra,Flat,1,6,3,2212885
Jigawa,Townhouse,3,1,2,1431039
Edo,Terrace duplex,5,6,3,2290500
Bayelsa,Penthouse,2,1,4,2682712
Zamfara,Cottage,2,2,1,913223
Katsina,Semi-detached duplex,4,6,4,1867939
Niger,Semi-detached duplex,4,1,5,1940339
Osun,Flat,4,2,1,1364411
Enugu,Apartment,2,3,5,1183660
Ogun,Bungalow,3,1,2,1733604
Kano,Terrace duplex,1,2,4,1178896
Benue,Mansion,2,3,5,2302367
Rivers,Penthouse,7,7,1,4246940
Sokoto,Townhouse,4,3,3,1530523
Edo,Mansion,1,5,5,3131915
Lagos,Apartment,8,7,4,4125897
Gombe,Bungalow,1,7,4,1046625
Sokoto,Penthouse,3,1,1,1467274
Ogun,Penthouse,3,2,1,2683031
Borno,Flat,2,2,4,1136275
Jigawa,Detached duplex,1,4,6,1181306
Ebonyi,Apartment,5,1,4,1263229
Zamfara,Townhouse,1,2,4,1166335
Edo,Apartment,1,1,1,1363311
Zamfara,Townhouse,7,7,4,2333011
Rivers,Terrace duplex,1,1,1,1446597
Lagos,Penthouse,3,4,4,4105038
Cross River,Detached duplex,9,1,1,3751295
Zamfara,Flat,4,1,5,979810
Enugu,Semi-detached duplex,5,1,6,2326121
Delta,Flat,9,4,2,3478545
Ogun,Bungalow,4,5,6,1954061
Jigawa,Flat,3,7,5,1392689
Adamawa,Townhouse,5,2,2,1868591
Adamawa,Flat,3,5,5,1642744
Taraba,Flat,9,2,4,2541220
Bayelsa,Detached duplex,5,2,4,3501405
Kano,Detached duplex,5,6,2,2452775
Kwara,Mansion,2,2,5,2656604
Yobe,Penthouse,6,7,3,2444088
Ebonyi,Townhouse,5,4,6,2209330
Edo,Apartment,4,2,3,1572423
Borno,Detached duplex,1,5,2,1080019
Anambra,Bungalow,5,2,2,1751109
Kebbi,Mansion,3,2,3,2053667
Yobe,Cottage,2,1,2,1007366
Borno,Bungalow,7,3,4,1673855
Kwara,Semi-detached duplex,2,6,6,1373455
Anambra,Flat,8,5,3,2876708
Zamfara,Apartment,2,5,4,1586433
Edo,Semi-detached duplex,3,1,2,1514234
Benue,Mansion,4,2,3,3141847
Borno,Mansion,9,3,5,4058097
Gombe,Mansion,5,2,3,3033251
Ekiti,Detached duplex,5,2,4,2264083
Anambra,Apartment,2,2,2,1251447
Oyo,Apartment,4,2,2,1532443
Delta,Cottage,3,2,1,1800397
Sokoto,Penthouse,1,2,4,1259351
Oyo,Detached duplex,8,6,1,3351432
Edo,Townhouse,4,6,6,2564404
Anambra,Bungalow,1,1,3,1286958
Delta,Townhouse,2,7,6,2403932
Kogi,Semi-detached duplex,7,3,1,1994795
Kebbi,Bungalow,3,1,5,999018
Ekiti,Mansion,4,2,1,2843357
Kebbi,Apartment,3,1,2,798532
Katsina,Terrace duplex,4,1,4,1551959
Adamawa,Apartment,8,4,4,2611163
Rivers,Penthouse,2,2,3,2467867
Gombe,Flat,4,3,1,1147811
Gombe,Terrace duplex,8,4,6,2807362
Ebonyi,Semi-detached duplex,4,2,1,1302511
Kaduna,Detached duplex,9,5,6,3636892
Enugu,Townhouse,4,4,6,2685690
Kogi,Townhouse,5,2,3,1783418
Kogi,Flat,5,2,4,1390453
Abia,Penthouse,8,2,5,2706423
Borno,Penthouse,1,6,2,1305570
Adamawa,Flat,9,4,1,2511696
Lagos,Mansion,5,3,1,7183967
Jigawa,Townhouse,4,3,5,2120414
Nasarawa,Bungalow,1,3,4,1060773
Ogun,Detached duplex,2,1,3,1974553
Taraba,Detached duplex,9,2,1,2916867
Gombe,Townhouse,6,2,2,2074250
Ekiti,Penthouse,6,1,3,2786370
Osun,Terrace duplex,7,3,2,2745041
Jigawa,Bungalow,1,1,4,878875
Rivers,Terrace duplex,4,2,2,2648890
Plateau,Flat,3,2,2,1259959
